Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
J43RAGL9,journalArticle,1981,"Wilson, T.D.",On User Studies and Information Needs,Journal of Documentation,,0022-0418,10.1108/eb026702,https://doi.org/10.1108/eb026702,Apart from information retrieval there is virtually no other area of information science that has occasioned as much research effort and writing as ‘user studies’. Within user studies the investigation of ‘information needs’ has been the subject of much debate and no little confusion. The aim of this paper is to attempt to reduce this confusion by devoting attention to the definition of some concepts and by proposing the basis for a theory of the motivations for information‐seeking behaviour.,1981-01-01,2023-12-03 0:23,2025-12-03 15:47,2023-12-03 0:23,15-Mar,,1,37,,,,,,,,,,,,,,,Emerald Insight,,Publisher: MCB UP Ltd,,,,CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCB8CH4D,presentation,2024,"Alonso-Álvarez, Patricia; van Eck, Nees Jan",Coverage and metadata availability of African publications in OpenAlex: A comparative analysis,,,,10.5281/zenodo.14006424,https://zenodo.org/records/14006425,"Unlike traditional proprietary data sources like Scopus and Web of Science (WoS), OpenAlex emphasizes its comprehensive coverage, particularly highlighting its inclusion of the humanities, non-English languages, and research from the Global South. Strengthening diversity and inclusivity in science is crucial for ethical and practical reasons. This paper analyses OpenAlex’s coverage and metadata availability of African-based publications. For this purpose, we compare OpenAlex with Scopus, WoS, and African Journals Online (AJOL). We first compare the coverage of African research publications in OpenAlex against that of WoS, Scopus, and AJOL. We then assess and compare the available metadata for OpenAlex, Scopus, and WoS publications. Our analysis shows that OpenAlex offers the most extensive publication coverage. In terms of metadata, OpenAlex offers a high coverage of publication and author information. It performs worse regarding affiliations, references, and funder information. Importantly, our results also show that metadata availability in OpenAlex is better for publications that are also indexed in Scopus or WoS.",2024-10-29,2025-01-09 15:23,2025-12-03 15:10,2025-01-09 15:23,,,,,,,Coverage and metadata availability of African publications in OpenAlex,,,,,,,,,,,,,,Publisher: Zenodo DOI: 10.5281/zenodo.14006425,,/Users/poppyriddle/Zotero/storage/C7AI5QZF/Alonso-Álvarez and van Eck - 2024 - Coverage and metadata availability of African publications in OpenAlex A comparative analysis.pdf,,CORE PAPER; CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJIU4R74,presentation,2024,"Krause, Geoff; Marjoram, Rebecca; Mongeon, Philippe",Well-tailored words: Comparing the fit of articles within scholarly journals to their citation rates,,,,10.5281/zenodo.13951886,https://zenodo.org/records/13951887,"The articles published within a scholarly journal reflect the research interests and activities of the community of authors contributing to it; it is not only the underlying ideas that may be shared, but the language used to express them. This work-in-progress uses the text of articles’ abstracts to attempt to further understand the relationship between scholarly articles and the journals in which they are published, and, through these, the communities and disciplines in which research takes place. An indicator of journal fit, leveraging cosine similarity, is used to characterize the positioning of articles within seventy-five journals across three subject areas, and is compared to the articles’ citation impact. A weak but significant correlation is found between the two, and differing distributions of fit across journals is observed.",2024-10-18,2025-01-09 20:14,2025-12-03 15:39,2025-01-09 20:14,,,,,,,Well-tailored words,,,,,,,eng,,,,,,,Publisher: Zenodo DOI: 10.5281/zenodo.13951887,,/Users/poppyriddle/Zotero/storage/C28JFY62/Krause et al. - 2024 - Well-tailored words Comparing the fit of articles within scholarly journals to their citation rates.pdf,,CORPUS,article fit; bibliometrics; scholarly journals; scientometrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISJMSHHB,preprint,2023,"Choudhury, Muntabir Hasan; Salsabil, Lamia; Jayanetti, Himarsha R.; Wu, Jian; Ingram, William A.; Fox, Edward A.",MetaEnhance: Metadata Quality Improvement for Electronic Theses and Dissertations of University Libraries,,,,10.48550/arXiv.2303.17661,http://arxiv.org/abs/2303.17661,"Metadata quality is crucial for digital objects to be discovered through digital library interfaces. However, due to various reasons, the metadata of digital objects often exhibits incomplete, inconsistent, and incorrect values. We investigate methods to automatically detect, correct, and canonicalize scholarly metadata, using seven key fields of electronic theses and dissertations (ETDs) as a case study. We propose MetaEnhance, a framework that utilizes state-of-the-art artificial intelligence methods to improve the quality of these fields. To evaluate MetaEnhance, we compiled a metadata quality evaluation benchmark containing 500 ETDs, by combining subsets sampled using multiple criteria. We tested MetaEnhance on this benchmark and found that the proposed methods achieved nearly perfect F1-scores in detecting errors and F1-scores in correcting errors ranging from 0.85 to 1.00 for five of seven fields.",2023-03-30,2025-01-12 17:54,2025-12-03 15:12,2025-01-12 17:54,,,,,,,MetaEnhance,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2303.17661 [cs],,/Users/poppyriddle/Zotero/storage/IGP5QLX7/Choudhury et al. - 2023 - MetaEnhance Metadata Quality Improvement for Electronic Theses and Dissertations of University Libr.pdf; /Users/poppyriddle/Zotero/storage/SBNQMY6R/2303.html,,CORE PAPER; CORPUS,Computer Science - Artificial Intelligence; Computer Science - Digital Libraries; Computer Science - Machine Learning,,,,,,,,,,,,,,,,,,,arXiv:2303.17661,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2B8WMCE,journalArticle,2011,"Yasser, Chuttur M.",An Analysis of Problems in Metadata Records,Journal of Library Metadata,,1938-6389,10.1080/19386389.2011.570654,https://doi.org/10.1080/19386389.2011.570654,"Metadata plays an important role in digital libraries. But to be useful, metadata records must be problem free. When problems are present in the metadata, resources are not correctly represented and users are not able to reap the benefits of metadata. To minimize, if not eliminate, such problems, it is essential to understand the kinds of problems that can occur in metadata records. In this paper, problems found in metadata records as reported in the literature are compared and analyzed. It is found that five categories of metadata problems can be identified. These are the problems of Incorrect Values, Incorrect Elements, Missing Information, Information Loss, and Inconsistent Value Representation. Given that these problems are detrimental to the services that can be provided by metadata, preventive or corrective measures need to be put in place so as to ensure that the benefits derived from using metadata balance the costs and efforts spent in the creation of metadata records.",2011-04-01,2025-01-12 18:04,2025-12-03 15:31,2025-01-12 18:04,51-62,,2,11,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/19386389.2011.570654,,/Users/poppyriddle/Zotero/storage/T657EFT8/Yasser - 2011 - An Analysis of Problems in Metadata Records.pdf,,cited; CORPUS,digital library; Dublin Core; IEEE LOM; IMLS; metadata problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8T3EX42J,journalArticle,2023,"Kang, Seok-Hoon; Kim, Sung-Jin",M-RAG: Enhancing Open-domain Question Answering with Metadata Retrieval-Augmented Generation,한국정보통신학회논문지,,2234-4772,10.6109/jkiice.2023.27.12.1489,https://www.dbpia.co.kr,"본 논문에서는 하나 이상의 문서에 대해 open-domain Question Answering (ODQA) 시스템에서 효과적인 검색 포함 질의 응답을 할 수 있는 Metadata Retrieval-Augmented Generation(M-RAG) 방법을 제안하고 그 성능을 비교한다. 이를 위하여 메타데이터가 포함된 임베딩을 활용하고, 자동화된 응답을 생성하기 위해 gpt-3.5-turbo-16k와 gpt-4와 같은 생성 모델을 활용한다. 본 논문의 방식을 통하여 생성 모델(gpt-3.5, gpt-4)이 문서의 순서와 맥락을 메타데이터를 통해 파악하여 답변 할 수 있게 된다. 그리고 문서의 출처, 원문 요구를 추가하는 프롬프트 엔지니어링을 통해 질의응답(QA)의 출처 표기 기능을 활성화시킬 수 있어서 답변의 정확성을 증대할 수 있다. 실험결과, 본 논문의 방법은 같은 외부 추론 ODQA 시스템과 비교하여 최대 46%의 성능 향상을 보였고, 기존의 RAG 방식보다도 6% 향상된 성능을 보였다.",Dec-23,2025-01-14 11:25,2025-12-03 15:21,2025-01-14 11:25,1489-1500,,12,27,,,M-RAG,,,,,,,ko,,,,,www.dbpia.co.kr,,,,/Users/poppyriddle/Zotero/storage/A2LYMHJG/articleDetail.html,,CORE PAPER; CORPUS,AI; Generative AI; GPT; LLM; RAG; 생성형AI; 인공지능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XKYTXF73,preprint,2024,"Hayashi, Teruaki; Sakaji, Hiroki; Dai, Jiayi; Goebel, Randy",Metadata-based Data Exploration with Retrieval-Augmented Generation for Large Language Models,,,,10.48550/arXiv.2410.04231,http://arxiv.org/abs/2410.04231,"Developing the capacity to effectively search for requisite datasets is an urgent requirement to assist data users in identifying relevant datasets considering the very limited available metadata. For this challenge, the utilization of third-party data is emerging as a valuable source for improvement. Our research introduces a new architecture for data exploration which employs a form of Retrieval-Augmented Generation (RAG) to enhance metadata-based data discovery. The system integrates large language models (LLMs) with external vector databases to identify semantic relationships among diverse types of datasets. The proposed framework offers a new method for evaluating semantic similarity among heterogeneous data sources and for improving data exploration. Our study includes experimental results on four critical tasks: 1) recommending similar datasets, 2) suggesting combinable datasets, 3) estimating tags, and 4) predicting variables. Our results demonstrate that RAG can enhance the selection of relevant datasets, particularly from different categories, when compared to conventional metadata approaches. However, performance varied across tasks and models, which confirms the significance of selecting appropriate techniques based on specific use cases. The findings suggest that this approach holds promise for addressing challenges in data exploration and discovery, although further refinement is necessary for estimation tasks.",2024-10-05,2025-01-14 11:30,2025-12-03 15:19,2025-01-14 11:30,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2410.04231 [cs],,/Users/poppyriddle/Zotero/storage/2HG7MQJ9/Hayashi et al. - 2024 - Metadata-based Data Exploration with Retrieval-Augmented Generation for Large Language Models.pdf; /Users/poppyriddle/Zotero/storage/IRJ8YMMZ/2410.html,,CORE PAPER; CORPUS,Computer Science - Information Retrieval,,,,,,,,,,,,,,,,,,,arXiv:2410.04231,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUVM2MRX,preprint,2024,"Rorseth, Joel; Godfrey, Parke; Golab, Lukasz; Srivastava, Divesh; Szlichta, Jaroslaw",RAGE Against the Machine: Retrieval-Augmented LLM Explanations,,,,10.48550/arXiv.2405.13000,http://arxiv.org/abs/2405.13000,"This paper demonstrates RAGE, an interactive tool for explaining Large Language Models (LLMs) augmented with retrieval capabilities; i.e., able to query external sources and pull relevant information into their input context. Our explanations are counterfactual in the sense that they identify parts of the input context that, when removed, change the answer to the question posed to the LLM. RAGE includes pruning methods to navigate the vast space of possible explanations, allowing users to view the provenance of the produced answers.",2024-05-11,2025-01-15 15:04,2025-12-03 15:44,2025-01-15 15:04,,,,,,,RAGE Against the Machine,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2405.13000 [cs],,/Users/poppyriddle/Zotero/storage/TJBEJFXH/Rorseth et al. - 2024 - RAGE Against the Machine Retrieval-Augmented LLM Explanations.pdf; /Users/poppyriddle/Zotero/storage/UURZ7H3L/2405.html,,cited; CORPUS,Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Information Retrieval,,,,,,,,,,,,,,,,,,,arXiv:2405.13000,,,,,,,,,,,,,,,,,,,,,,,,,,,
FKFLDV57,journalArticle,2024,"Ghasemi, Shima; Shakery, Azadeh",Harnessing the Power of Metadata for Enhanced Question Retrieval in Community Question Answering,IEEE Access,,2169-3536,10.1109/ACCESS.2024.3395449,https://ieeexplore.ieee.org/abstract/document/10525684,"Community Question Answering (CQA) forums such as Yahoo! Answers and Stack Overflow have become popular. The main goal of a CQA is to provide the most suitable answer in the shortest possible time. Since there is a reach archive of answered questions, similar question retrieval has received much attention intending to answer questions immediately after asking. One of the main challenges in this task is the lexical gap between questions, which refers to the discrepancies between the terminologies used by users asking questions. In this paper, we use metadata and two transformer-based techniques to improve the translation-based language model as a traditional technique addressing the lexical gap in retrieval systems. To overcome the lexical gap problem, additional context and information about the questions can help. Metadata is a rich source of information that refers to supplementary data associated with each question. Subject, category, and answer are metadata used in this article. To leverage these metadata, two transformer-based methods are employed. First, to utilize category information, we build category-specific dictionaries to obtain more accurate translation probabilities. A BERT model predicts the categories of the questions. Second, to utilize answer information, we propose a question expansion technique. Expansion is done by a transformer-based model using a retrieval-augmented generation (RAG) model to generate answers and expand new questions with corresponding answers. Finally, candidate questions are ranked according to their similarity to the expanded new question. Our proposed method achieves 51.47 in terms of MAP, outperforming all state-of-the-art approaches in question retrieval.",2024,2025-01-15 16:37,2025-09-01 18:44,2025-01-15 16:37,65768-65779,,,12,,,,,,,,,,,,,,,IEEE Xplore,,Conference Name: IEEE Access,,/Users/poppyriddle/Zotero/storage/524G4PQ3/Ghasemi and Shakery - 2024 - Harnessing the Power of Metadata for Enhanced Question Retrieval in Community Question Answering.pdf; /Users/poppyriddle/Zotero/storage/GE2NZ6M4/10525684.html,,multilingual translation; CORPUS,Information retrieval; Metadata; metadata; Task analysis; Semantics; Community question answering; Dictionaries; Feature extraction; Question answering (information retrieval); question retrieval; Transformers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VB8FK94B,journalArticle,2024,"Mazumder, Jhantu; Mukhopadhyay, Parthasarathi",Designing Question-Answer Based Search System in Libraries: Application of Open Source Retrieval Augmented Generation (RAG) Pipeline,Journal of Information and Knowledge,,2583-9314,10.17821/srels/2024/v61i5/171583,https://www.srels.org/index.php/sjim/article/view/171583,"This study primarily aims to prepare a prototype and demonstrate that libraries can develop a low-cost conversational search system using open-source software tools and Large Language Models (LLMs) through a Retrieval-Augmented Generation (RAG) framework. LLMs often hallucinate and provide outdated and non-contextualized responses. However, this experiment shows that LLMs can deliver contextualized, relevant responses when augmented with a set of relevant documents. Augmenting LLMs with relevant documents before generating answers is known as retrieval-augmented generation. The methodology involved creating a RAG pipeline using tools like LangChain, vector databases like ChromaDB, and open-source LLMs like Llama3 (a 70-billion parameter-based model). The prototype developed includes a dataset of 250+ relevant documents on the Chandrayaan-3 mission that was collected, processed, and ingested into the pipeline. Finally, the study compared responses from standard LLMs and LLMs with RAG augmentation. Key findings revealed that standard LLMs (without RAG) produced confidently incorrect, hallucinated responses against queries related to Chandrayaan-3, while LLMs with RAG consistently provided accurate, informative, and contextualized answers when supplied with a set of relevant documents before generating the response. The study concluded that open-source RAG-based systems offer a cost-effective solution for libraries to enhance information retrieval and transform libraries into dynamic information services.",2024-10-21,2025-01-15 16:51,2025-12-03 15:23,2025-01-15 16:51,255-260,,,,,,Designing Question-Answer Based Search System in Libraries,,,,,,,en,Copyright (c) 2024 Journal of Information and Knowledge,,,,www.srels.org,,,,,,CORPUS,ChatGPT; Conversational AI; Gemini; Generative AI; LangChain; Large Language Models (LLMs); Llama3; LlamaIndex; Mistral; NLP; Retrieval Augmented Generation (RAG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I2YH82M2,preprint,2024,"Yepes, Antonio Jimeno; You, Yao; Milczek, Jan; Laverde, Sebastian; Li, Renyu",Financial Report Chunking for Effective Retrieval Augmented Generation,,,,10.48550/arXiv.2402.05131,http://arxiv.org/abs/2402.05131,"Chunking information is a key step in Retrieval Augmented Generation (RAG). Current research primarily centers on paragraph-level chunking. This approach treats all texts as equal and neglects the information contained in the structure of documents. We propose an expanded approach to chunk documents by moving beyond mere paragraph-level chunking to chunk primary by structural element components of documents. Dissecting documents into these constituent elements creates a new way to chunk documents that yields the best chunk size without tuning. We introduce a novel framework that evaluates how chunking based on element types annotated by document understanding models contributes to the overall context and accuracy of the information retrieved. We also demonstrate how this approach impacts RAG assisted Question & Answer task performance. Our research includes a comprehensive analysis of various element types, their role in effective information retrieval, and the impact they have on the quality of RAG outputs. Findings support that element type based chunking largely improve RAG results on financial reporting. Through this research, we are also able to answer how to uncover highly accurate RAG.",2024-03-16,2025-01-15 16:53,2025-12-03 15:47,2025-01-15 16:53,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2402.05131 [cs],,/Users/poppyriddle/Zotero/storage/KDKKRPYM/Yepes et al. - 2024 - Financial Report Chunking for Effective Retrieval Augmented Generation.pdf; /Users/poppyriddle/Zotero/storage/N39IYBPA/2402.html,,cited; CORPUS,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2402.05131,,,,,,,,,,,,,,,,,,,,,,,,,,,
M77V8JRN,journalArticle,2016,"Schlosser, Melanie",Write up! A Study of Copyright Information on Library-Published Journals,Journal of Librarianship and Scholarly Communication,,2162-3309,10.7710/2162-3309.2110,https://www.iastatedigitalpress.com/jlsc/article/id/12769/,"INTRODUCTION Libraries have a mission to educate users about copyright, and library publishing staff are often involved in that work. This article investigates a concrete point of intersection between the two areas - copyright statements on library-published journals. METHODS Journals published by members of the Library Publishing Coalition were examined for open access status, type and placement of copyright information, copyright ownership, and open licensing. RESULTS Journals in the sample were overwhelmingly (93%) open access. 80% presented copyright information of some kind, but only 30% of those included it at both the journal and the article level. Open licensing was present in 38% of the journals, and the most common ownership scenario was the author retaining copyright while granting a nonexclusive license to the journal or publisher. 9% of the sample journals included two or more conflicting rights statements. DISCUSSION 76% of the journals did not consistently provide accurate, easily-accessible rights information, and numerous problems were found with the use of open licensing, including conflicting licenses, incomplete licenses, and licenses not appearing at the article level. CONCLUSION Recommendations include presenting full copyright and licensing information at both the journal and the article level, careful use of open licenses, and publicly-available author agreements.External Data or Supplements:Schlosser, Melanie, 2016, ""Data from: Write Up! A Study of Copyright Information on Library-Published Journals"", http://dx.doi.org/10.7910/DVN/R36SVZ, Harvard Dataverse.",2016-07-19,2025-01-16 14:45,2025-12-03 15:28,2025-01-16 14:45,,,0,4,,,,,,,,,,eng,,,,,www.iastatedigitalpress.com,,Number: 0 Publisher: Iowa State University Digital Press,,/Users/poppyriddle/Zotero/storage/9XAYCJJA/Schlosser - 2016 - Write up! A Study of Copyright Information on Library-Published Journals.pdf,,CORE PAPER; CORPUS; License information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLKZH5RE,preprint,2022,"Eck, Nees Jan van; Waltman, Ludo",Crossref as a source of open bibliographic metadata,,,,10.31222/osf.io/smxe5,https://osf.io/smxe5,"Several initiatives have been taken to promote the open availability of bibliographic metadata of scholarly publications in Crossref. We present an up-to-date overview of the availability of six metadata elements in Crossref: reference lists, abstracts, ORCIDs, author affiliations, funding information, and license information. Our analysis shows that the availability of these metadata elements has improved over time, at least for journal articles, the most common publication type in Crossref. However, the analysis also shows that many publishers need to make additional efforts to realize full openness of bibliographic metadata.",2022-07-07,2025-01-16 14:51,2025-12-03 15:14,2025-01-16 14:51,,,,,,,,,,,,OSF,,en-us,,,,,OSF Preprints,,,,/Users/poppyriddle/Zotero/storage/7ZP7AIML/Eck and Waltman - 2022 - Crossref as a source of open bibliographic metadata.pdf,,cited; CORE PAPER; CORPUS,Abstract; Author affiliations; Bibliographic metadata; Crossref; Funding information; License information; Open metadata; ORCID; Publisher; References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIDAXYA8,journalArticle,2022,"Cioffi, Alessia; Coppini, Sara; Massari, Arcangelo; Moretti, Arianna; Peroni, Silvio; Santini, Cristian; Shahidzadeh Asadi, Nooshin",Identifying and correcting invalid citations due to DOI errors in Crossref data,Scientometrics,,1588-2861,10.1007/s11192-022-04367-w,https://doi.org/10.1007/s11192-022-04367-w,"This work aims to identify classes of DOI mistakes by analysing the open bibliographic metadata available in Crossref, highlighting which publishers were responsible for such mistakes and how many of these incorrect DOIs could be corrected through automatic processes. By using a list of invalid cited DOIs gathered by OpenCitations while processing the OpenCitations Index of Crossref open DOI-to-DOI citations (COCI) in the past two years, we retrieved the citations in the January 2021 Crossref dump to such invalid DOIs. We processed these citations by keeping track of their validity and the publishers responsible for uploading the related citation data in Crossref. Finally, we identified patterns of factual errors in the invalid DOIs and the regular expressions needed to catch and correct them. The outcomes of this research show that only a few publishers were responsible for and/or affected by the majority of invalid citations. We extended the taxonomy of DOI name errors proposed in past studies and defined more elaborated regular expressions that can clean a higher number of mistakes in invalid DOIs than prior approaches. The data gathered in our study can enable investigating possible reasons for DOI mistakes from a qualitative point of view, helping publishers identify the problems underlying their production of invalid citation data. Also, the DOI cleaning mechanism we present could be integrated into the existing process (e.g. in COCI) to add citations by automatically correcting a wrong DOI. This study was run strictly following Open Science principles, and, as such, our research outcomes are fully reproducible.",2022-06-01,2025-01-16 14:58,2025-12-03 15:12,2025-01-16 14:58,3593-3612,,6,127,,Scientometrics,,,,,,,,en,,,,,Springer Link,,,,/Users/poppyriddle/Zotero/storage/JQ9ANHXH/Cioffi et al. - 2022 - Identifying and correcting invalid citations due to DOI errors in Crossref data.pdf,,CORE PAPER; CORPUS; problems with DOI,Crossref; Incorrect DOI; Invalid citations; Open citations; OpenCitations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4KPCLWDW,journalArticle,2023,"Santos, Erika Alves dos; Peroni, Silvio; Mucheroni, Marcos Luiz",An analysis of citing and referencing habits across all scholarly disciplines: approaches and trends in bibliographic referencing and citing practices,Journal of Documentation,,0022-0418,10.1108/JD-10-2022-0234,https://www.emerald.com/insight/content/doi/10.1108/jd-10-2022-0234/full/html,"In this study, the authors want to identify current possible causes for citing and referencing errors in scholarly literature to compare if something changed from the snapshot provided by Sweetland in his 1989 paper.,The authors analysed reference elements, i.e. bibliographic references, mentions, quotations and respective in-text reference pointers, from 729 articles published in 147 journals across the 27 subject areas.,The outcomes of the analysis pointed out that bibliographic errors have been perpetuated for decades and that their possible causes have increased, despite the encouraged use of technological facilities, i.e. the reference managers.,As far as the authors know, the study is the best recent available analysis of errors in referencing and citing practices in the literature since Sweetland (1989).",2023-07-21,2025-01-16 15:10,2025-12-03 15:27,2025-01-16 15:10,196-224,,7,79,,,An analysis of citing and referencing habits across all scholarly disciplines,,,,,,,en,,,,world,www.emerald.com,,Publisher: Emerald Publishing Limited,,/Users/poppyriddle/Zotero/storage/2SCU9F8I/Santos et al. - 2023 - An analysis of citing and referencing habits across all scholarly disciplines approaches and trends.pdf; /Users/poppyriddle/Zotero/storage/CLVF6EPW/html.html,,CORPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WVQUM6EU,preprint,2024,"Alperin, Juan Pablo; Portenoy, Jason; Demes, Kyle; Larivière, Vincent; Haustein, Stefanie",An analysis of the suitability of OpenAlex for bibliometric analyses,,,,10.48550/arXiv.2404.17663,http://arxiv.org/abs/2404.17663,"Scopus and the Web of Science have been the foundation for research in the science of science even though these traditional databases systematically underrepresent certain disciplines and world regions. In response, new inclusive databases, notably OpenAlex, have emerged. While many studies have begun using OpenAlex as a data source, few critically assess its limitations. This study, conducted in collaboration with the OpenAlex team, addresses this gap by comparing OpenAlex to Scopus across a number of dimensions. The analysis concludes that OpenAlex is a superset of Scopus and can be a reliable alternative for some analyses, particularly at the country level. Despite this, issues of metadata accuracy and completeness show that additional research is needed to fully comprehend and address OpenAlex's limitations. Doing so will be necessary to confidently use OpenAlex across a wider set of analyses, including those that are not at all possible with more constrained databases.",2024-04-26,2025-01-20 11:58,2025-12-03 15:10,2025-01-20 11:58,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2404.17663 [cs],,/Users/poppyriddle/Zotero/storage/Y84RNTV5/Alperin et al. - 2024 - An analysis of the suitability of OpenAlex for bibliometric analyses.pdf; /Users/poppyriddle/Zotero/storage/DD94P8KQ/2404.html,,CORE PAPER; CORPUS,Computer Science - Digital Libraries,,,,,,,,,,,,,,,,,,,arXiv:2404.17663,,,,,,,,,,,,,,,,,,,,,,,,,,,
